anio,delito,cantidad
2019,Delitos contra el orden público,5376
2019,Delitos contra la administración pública,42224
2019,Delitos contra la fe pública,10919
2019,Delitos contra la seguridad de la nación,116
2019,Delitos contra la seguridad pública,33494
2019,Delitos contra los poderes públicos y el orden constitucional,1321
2019,Delitos migratorios,3739
2019,Delitos previstos en otras leyes,72618
2019,Desvío de Importación de estupefacientes,1475
2019,Entrega y comercialización ilegal de armas de fuego,6
2019,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,116
2019,Homicidios culposos por otros hechos,435
2019,Homicidios dolosos,2239
2019,Homicidios dolosos en grado de tentativa,1582
2019,Hurtos,334016
2019,Lesiones culposas en Accidentes Viales,92935
2019,Lesiones culposas por otros hechos,15766
2019,Lesiones dolosas,145145
2019,Ley 23.737 (estupefacientes),99777
2019,Ley de fauna,1621
2019,Ley de residuos peligrosos,95
2019,Muertes en accidentes viales,3671
2019,Obstrucción del código aduanero,368
2019,Omisión adulteración y supresión de marcaje,130
2019,Organización y financiación de estupefacientes,208
2019,Otros delitos contra la integridad sexual,16461
2019,Otros delitos contra la libertad,25251
2019,Otros delitos contra la propiedad,125537
2019,Otros delitos contra la seguridad pública,28385
2019,Otros delitos contra las personas,53582
2019,Otros delitos previstos en la ley 23.737,22766
2019,Otros delitos previstos en leyes especiales,40746
2019,Portación ilegal de armas de fuego,1739
2019,Robos (excluye los agravados por el resultado de lesiones y/o muertes),472655
2019,Robos agravados por el resultado de lesiones y/o muertes,6960
2019,Siembra y producción de estupefacientes,848
2019,Suicidios (consumados),3647
2019,Tenencia ilegal de armas de fuego,3055
2019,Tenencia o entrega atenuada de estupefacientes,1298
2019,Tenencia simple atenuada para uso personal de estupefacientes,53624
2019,Tenencia simple de estupefacientes,12257
2019,Tentativas de hurto,13582
2019,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),28579
2019,Tentativas de robo agravado por el resultado de lesiones y/o muertes,1423
2019,Trata de personas agravado,18
2019,Trata de personas simple,129
2020,Abusos sexuales con acceso carnal (violaciones),5710
2020,Acopio y fabricación ilegal de armas piezas y municiones,59
2020,Amenazas,194471
2020,Comercialización y entrega de estupefacientes,5023
2020,Confabulación de estupefacientes,68
2020,Contrabando Agravado,118
2020,Contrabando Simple,18884
2020,Contrabando de elementos nucleares agresivos químicos armas y municiones,6
2020,Contrabando de estupefacientes,382
2020,Contravenciones,119532
2020,Delitos contra el estado civil,60
2020,Delitos contra el honor,768
2020,Delitos contra el orden económico y financiero,326
2020,Delitos contra el orden público,4006
2020,Delitos contra la administración pública,60453
2020,Delitos contra la fe pública,8975
2020,Delitos contra la seguridad de la nación,690
2020,Delitos contra la seguridad pública,101289
2020,Delitos contra los poderes públicos y el orden constitucional,969
2020,Delitos migratorios,1899
2020,Delitos previstos en otras leyes,61460
2020,Desvío de Importación de estupefacientes,72
2020,Entrega y comercialización ilegal de armas de fuego,6
2020,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,75
2020,Homicidios culposos por otros hechos,491
2020,Homicidios dolosos,2350
2020,Homicidios dolosos en grado de tentativa,1548
2020,Hurtos,231121
2020,Lesiones culposas en Accidentes Viales,62335
2020,Lesiones culposas por otros hechos,10396
2020,Lesiones dolosas,136122
2020,Ley 23.737 (estupefacientes),58973
2020,Ley de fauna,1170
2020,Ley de residuos peligrosos,18
2020,Muertes en accidentes viales,2746
2020,Obstrucción del código aduanero,190
2020,Omisión adulteración y supresión de marcaje,116
2020,Organización y financiación de estupefacientes,167
2020,Otros delitos contra la integridad sexual,21734
2020,Otros delitos contra la libertad,24997
2020,Otros delitos contra la propiedad,124898
2020,Otros delitos contra la seguridad pública,96455
2020,Otros delitos contra las personas,50044
2020,Otros delitos previstos en la ley 23.737,10497
2020,Otros delitos previstos en leyes especiales,39175
2020,Portación ilegal de armas de fuego,1650
2020,Robos (excluye los agravados por el resultado de lesiones y/o muertes),336222
2020,Robos agravados por el resultado de lesiones y/o muertes,4015
2020,Siembra y producción de estupefacientes,956
2020,Suicidios (consumados),3261
2020,Tenencia ilegal de armas de fuego,2928
2020,Tenencia o entrega atenuada de estupefacientes,630
2020,Tenencia simple atenuada para uso personal de estupefacientes,31939
2020,Tenencia simple de estupefacientes,9239
2020,Tentativas de hurto,11208
2020,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),24912
2020,Tentativas de robo agravado por el resultado de lesiones y/o muertes,1322
2020,Trata de personas agravado,126
2020,Trata de personas simple,185
2021,Abusos sexuales con acceso carnal (violaciones),6919
2021,Acopio y fabricación ilegal de armas piezas y municiones,57
2021,Amenazas,218155
2021,Comercialización y entrega de estupefacientes,5505
2021,Confabulación de estupefacientes,105
2021,Contrabando Agravado,183
2021,Contrabando Simple,17056
2021,Contrabando de elementos nucleares agresivos químicos armas y municiones,7
2021,Contrabando de estupefacientes,623
2021,Contravenciones,88850
2021,Delitos contra el estado civil,79
2021,Delitos contra el honor,791
2021,Delitos contra el orden económico y financiero,671
2021,Delitos contra el orden público,3528
2021,Delitos contra la administración pública,49605
2021,Delitos contra la fe pública,10596
2021,Delitos contra la seguridad de la nación,112
2021,Delitos contra la seguridad pública,49492
2021,Delitos contra los poderes públicos y el orden constitucional,700
2021,Delitos migratorios,3970
2021,Delitos previstos en otras leyes,70887
2021,Desvío de Importación de estupefacientes,10
2021,Entrega y comercialización ilegal de armas de fuego,10
2021,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,124
2021,Homicidios culposos por otros hechos,501
2021,Homicidios dolosos,2021
2021,Homicidios dolosos en grado de tentativa,1478
2021,Hurtos,271324
2021,Lesiones culposas en Accidentes Viales,80272
2021,Lesiones culposas por otros hechos,13532
2021,Lesiones dolosas,156802
2021,Ley 23.737 (estupefacientes),72043
2021,Ley de fauna,1649
2021,Ley de residuos peligrosos,54
2021,Muertes en accidentes viales,3444
2021,Obstrucción del código aduanero,261
2021,Omisión adulteración y supresión de marcaje,104
2021,Organización y financiación de estupefacientes,206
2021,Otros delitos contra la integridad sexual,32099
2021,Otros delitos contra la libertad,27747
2021,Otros delitos contra la propiedad,160497
2021,Otros delitos contra la seguridad pública,44961
2021,Otros delitos contra las personas,46549
2021,Otros delitos previstos en la ley 23.737,10620
2021,Otros delitos previstos en leyes especiales,47707
2021,Portación ilegal de armas de fuego,1426
2021,Robos (excluye los agravados por el resultado de lesiones y/o muertes),370467
2021,Robos agravados por el resultado de lesiones y/o muertes,5373
2021,Siembra y producción de estupefacientes,1113
2021,Suicidios (consumados),3648
2021,Tenencia ilegal de armas de fuego,2810
2021,Tenencia o entrega atenuada de estupefacientes,880
2021,Tenencia simple atenuada para uso personal de estupefacientes,44588
2021,Tenencia simple de estupefacientes,8393
2021,Tentativas de hurto,11454
2021,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),24688
2021,Tentativas de robo agravado por el resultado de lesiones y/o muertes,1477
2021,Trata de personas agravado,96
2021,Trata de personas simple,175
2022,Abusos sexuales con acceso carnal (violaciones),7063
2022,Acopio y fabricación ilegal de armas piezas y municiones,35
2022,Amenazas,211707
2022,Comercialización y entrega de estupefacientes,6321
2022,Confabulación de estupefacientes,188
2022,Contrabando Agravado,396
2022,Contrabando Simple,15494
2022,Contrabando de elementos nucleares agresivos químicos armas y municiones,120
2022,Contrabando de estupefacientes,779
2022,Contravenciones,74313
2022,Delitos contra el estado civil,160
2022,Delitos contra el honor,645
2022,Delitos contra el orden económico y financiero,359
2022,Delitos contra el orden público,3139
2022,Delitos contra la administración pública,39550
2022,Delitos contra la fe pública,10995
2022,Delitos contra la seguridad de la nación,56
2022,Delitos contra la seguridad pública,33477
2022,Delitos contra los poderes públicos y el orden constitucional,308
2022,Delitos migratorios,3388
2022,Delitos previstos en otras leyes,65612
2022,Desvío de Importación de estupefacientes,116
2022,Entrega y comercialización ilegal de armas de fuego,55
2022,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,131
2022,Homicidios culposos por otros hechos,567
2022,Homicidios dolosos,1888
2022,Homicidios dolosos en grado de tentativa,1309
2022,Hurtos,313767
2022,Lesiones culposas en Accidentes Viales,89877
2022,Lesiones culposas por otros hechos,13947
2022,Lesiones dolosas,167994
2022,Ley 23.737 (estupefacientes),77414
2022,Ley de fauna,1715
2022,Ley de residuos peligrosos,326
2022,Muertes en accidentes viales,3781
2022,Obstrucción del código aduanero,327
2022,Omisión adulteración y supresión de marcaje,164
2022,Organización y financiación de estupefacientes,227
2022,Otros delitos contra la integridad sexual,32903
2022,Otros delitos contra la libertad,28281
2022,Otros delitos contra la propiedad,186154
2022,Otros delitos contra la seguridad pública,29108
2022,Otros delitos contra las personas,42226
2022,Otros delitos previstos en la ley 23.737,8233
2022,Otros delitos previstos en leyes especiales,43846
2022,Portación ilegal de armas de fuego,1365
2022,Robos (excluye los agravados por el resultado de lesiones y/o muertes),396930
2022,Robos agravados por el resultado de lesiones y/o muertes,5699
2022,Siembra y producción de estupefacientes,1002
2022,Suicidios (consumados),3959
2022,Tenencia ilegal de armas de fuego,2619
2022,Tenencia o entrega atenuada de estupefacientes,1078
2022,Tenencia simple atenuada para uso personal de estupefacientes,48942
2022,Tenencia simple de estupefacientes,10528
2022,Tentativas de hurto,12404
2022,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),24661
2022,Tentativas de robo agravado por el resultado de lesiones y/o muertes,1403
2022,Trata de personas agravado,83
2022,Trata de personas simple,332
2023,Abuso sexual agravado,1395
2023,Abuso sexual simple,15817
2023,Abusos sexuales con acceso carnal (violaciones),6387
2023,Acceso ilegal a sistemas informáticos y daños informáticos,316
2023,Acopio y fabricación ilegal de armas piezas y municiones,81
2023,Amenazas,214848
2023,Ciberdelitos sexuales vinculados a menores,1366
2023,Comercialización y entrega de estupefacientes,6954
2023,Confabulación de estupefacientes,154
2023,Contrabando Agravado,448
2023,Contrabando Simple,17898
2023,Contrabando de elementos nucleares agresivos químicos armas y municiones,7
2023,Contrabando de estupefacientes,502
2023,Contravenciones,75953
2023,Daños (no incluye informáticos),68684
2023,Delitos contra el estado civil,189
2023,Delitos contra el honor,763
2023,Delitos contra el orden económico y financiero,320
2023,Delitos contra el orden público,3628
2023,Delitos contra la administración pública,42856
2023,Delitos contra la fe pública,11307
2023,Delitos contra la seguridad de la nación,13
2023,Delitos contra la seguridad pública,33936
2023,Delitos contra los poderes públicos y el orden constitucional,130
2023,Delitos migratorios,2838
2023,Delitos previstos en otras leyes,63692
2023,Desvío de Importación de estupefacientes,0
2023,Entrega y comercialización ilegal de armas de fuego,65
2023,Estafas y defraudaciones (no incluye virtuales) y usura,62043
2023,Estafas y defraudaciones asistidas virtualmente,25147
2023,Extorsiones,1780
2023,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,69
2023,Homicidios culposos por otros hechos,628
2023,Homicidios dolosos,1996
2023,Homicidios dolosos en grado de tentativa,1488
2023,Hurtos,366516
2023,Lesiones culposas en Accidentes Viales,89058
2023,Lesiones culposas por otros hechos,15211
2023,Lesiones dolosas,168619
2023,Ley 23.737 (estupefacientes),73798
2023,Ley de fauna,1582
2023,Ley de residuos peligrosos,43
2023,Muertes en accidentes viales,3568
2023,Obstrucción del código aduanero,98
2023,Omisión adulteración y supresión de marcaje,137
2023,Organización y financiación de estupefacientes,135
2023,Otros delitos contra la integridad sexual,45310
2023,Otros delitos contra la libertad,30193
2023,Otros delitos contra la propiedad,264767
2023,Otros delitos contra la seguridad pública,29810
2023,Otros delitos contra las personas,46049
2023,Otros delitos previstos en la ley 23.737,7446
2023,Otros delitos previstos en leyes especiales,40778
2023,Portación ilegal de armas de fuego,1305
2023,Robos (excluye los agravados por el resultado de lesiones y/o muertes),455271
2023,Robos agravados por el resultado de lesiones y/o muertes,4815
2023,Secuestros extorsivos,107
2023,Siembra y producción de estupefacientes,1105
2023,Suicidios (consumados),4205
2023,Tenencia ilegal de armas de fuego,2469
2023,Tenencia o entrega atenuada de estupefacientes,845
2023,Tenencia simple atenuada para uso personal de estupefacientes,46452
2023,Tenencia simple de estupefacientes,10205
2023,Tentativa de abuso sexual con acceso carnal,360
2023,Tentativas de hurto,17211
2023,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),32503
2023,Tentativas de robo agravado por el resultado de lesiones y/o muertes,1469
2023,Trata de personas agravado,38
2023,Trata de personas simple,229
2024,Abuso sexual agravado,1571
2024,Abuso sexual simple,17664
2024,Abusos sexuales con acceso carnal (violaciones),6196
2024,Acceso ilegal a sistemas informáticos y daños informáticos,206
2024,Acopio y fabricación ilegal de armas piezas y municiones,181
2024,Amenazas,204599
2024,Ciberdelitos sexuales vinculados a menores,795
2024,Comercialización y entrega de estupefacientes,8015
2024,Confabulación de estupefacientes,134
2024,Contrabando Agravado,597
2024,Contrabando Simple,16485
2024,Contrabando de elementos nucleares agresivos químicos armas y municiones,16
2024,Contrabando de estupefacientes,598
2024,Contravenciones,85856
2024,Daños (no incluye informáticos),73255
2024,Delitos contra el estado civil,121
2024,Delitos contra el honor,843
2024,Delitos contra el orden económico y financiero,330
2024,Delitos contra el orden público,2026
2024,Delitos contra la administración pública,49942
2024,Delitos contra la fe pública,10533
2024,Delitos contra la seguridad de la nación,68
2024,Delitos contra la seguridad pública,21181
2024,Delitos contra los poderes públicos y el orden constitucional,118
2024,Delitos migratorios,1903
2024,Delitos previstos en otras leyes,67496
2024,Desvío de Importación de estupefacientes,1
2024,Entrega y comercialización ilegal de armas de fuego,95
2024,Estafas y defraudaciones (no incluye virtuales) y usura,66330
2024,Estafas y defraudaciones asistidas virtualmente,68441
2024,Extorsiones,1540
2024,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,58
2024,Homicidios culposos por otros hechos,553
2024,Homicidios dolosos,1734
2024,Homicidios dolosos en grado de tentativa,1406
2024,Hurtos,376498
2024,Lesiones culposas en Accidentes Viales,89424
2024,Lesiones culposas por otros hechos,13471
2024,Lesiones dolosas,169511
2024,Ley 23.737 (estupefacientes),91008
2024,Ley de fauna,1328
2024,Ley de residuos peligrosos,67
2024,Muertes en accidentes viales,3205
2024,Obstrucción del código aduanero,153
2024,Omisión adulteración y supresión de marcaje,149
2024,Organización y financiación de estupefacientes,126
2024,Otros delitos contra la integridad sexual,34117
2024,Otros delitos contra la libertad,25432
2024,Otros delitos contra la propiedad,259044
2024,Otros delitos contra la seguridad pública,15562
2024,Otros delitos contra las personas,48581
2024,Otros delitos previstos en la ley 23.737,12603
2024,Otros delitos previstos en leyes especiales,46947
2024,Portación ilegal de armas de fuego,1963
2024,Robos (excluye los agravados por el resultado de lesiones y/o muertes),460618
2024,Robos agravados por el resultado de lesiones y/o muertes,5750
2024,Secuestros extorsivos,106
2024,Siembra y producción de estupefacientes,950
2024,Suicidios (consumados),4245
2024,Tenencia ilegal de armas de fuego,3173
2024,Tenencia o entrega atenuada de estupefacientes,556
2024,Tenencia simple atenuada para uso personal de estupefacientes,58232
2024,Tenencia simple de estupefacientes,9793
2024,Tentativa de abuso sexual con acceso carnal,251
2024,Tentativas de hurto,20358
2024,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),35320
2024,Tentativas de robo agravado por el resultado de lesiones y/o muertes,1427
2024,Trata de personas agravado,28
2024,Trata de personas simple,174
