anio,provincia,delito,cantidad
2008,Córdoba,Robos agravados por el resultado de lesiones y/o muertes,1317
2008,Córdoba,Suicidios (consumados),228
2008,Córdoba,Tentativas de hurto,3
2008,Córdoba,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),1
2008,Córdoba,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0
2008,Entre Ríos,Abusos sexuales con acceso carnal (violaciones),66
2008,Entre Ríos,Amenazas,2738
2008,Entre Ríos,Contravenciones,10955
2008,Entre Ríos,Delitos contra el estado civil,4
2008,Entre Ríos,Delitos contra el honor,0
2008,Entre Ríos,Delitos contra el orden público,10
2008,Entre Ríos,Delitos contra la administración pública,354
2008,Entre Ríos,Delitos contra la fe pública,248
2008,Entre Ríos,Delitos contra la seguridad de la nación,0
2008,Entre Ríos,Delitos contra la seguridad pública,275
2008,Entre Ríos,Delitos contra los poderes públicos y el orden constitucional,0
2008,Entre Ríos,Delitos previstos en otras leyes,2311
2008,Entre Ríos,Homicidios culposos por otros hechos,4
2008,Entre Ríos,Homicidios dolosos,89
2008,Entre Ríos,Homicidios dolosos en grado de tentativa,43
2008,Entre Ríos,Hurtos,5225
2008,Entre Ríos,Lesiones culposas en Accidentes Viales,2337
2008,Entre Ríos,Lesiones culposas por otros hechos,89
2008,Entre Ríos,Lesiones dolosas,3048
2008,Entre Ríos,Ley 23.737 (estupefacientes),172
2008,Entre Ríos,Muertes en accidentes viales,198
2008,Entre Ríos,Otros delitos contra la integridad sexual,190
2008,Entre Ríos,Otros delitos contra la libertad,455
2008,Entre Ríos,Otros delitos contra la propiedad,2816
2008,Entre Ríos,Otros delitos contra las personas,1369
2008,Entre Ríos,Robos (excluye los agravados por el resultado de lesiones y/o muertes),6451
2008,Entre Ríos,Robos agravados por el resultado de lesiones y/o muertes,32
2008,Entre Ríos,Suicidios (consumados),203
2008,Entre Ríos,Tentativas de hurto,240
2008,Entre Ríos,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),465
2008,Entre Ríos,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0
2008,Formosa,Abusos sexuales con acceso carnal (violaciones),67
2008,Formosa,Amenazas,1311
2008,Formosa,Contravenciones,8286
2008,Formosa,Delitos contra el estado civil,3
2008,Formosa,Delitos contra el honor,0
2008,Formosa,Delitos contra el orden público,5
2008,Formosa,Delitos contra la administración pública,448
2008,Formosa,Delitos contra la fe pública,69
2008,Formosa,Delitos contra la seguridad de la nación,0
2008,Formosa,Delitos contra la seguridad pública,197
2008,Formosa,Delitos contra los poderes públicos y el orden constitucional,1
2008,Formosa,Delitos previstos en otras leyes,28
2008,Formosa,Homicidios culposos por otros hechos,3
2008,Formosa,Homicidios dolosos,30
2008,Formosa,Homicidios dolosos en grado de tentativa,30
2008,Formosa,Hurtos,3110
2008,Formosa,Lesiones culposas en Accidentes Viales,609
2008,Formosa,Lesiones culposas por otros hechos,4
2008,Formosa,Lesiones dolosas,2687
2008,Formosa,Ley 23.737 (estupefacientes),290
2008,Formosa,Muertes en accidentes viales,50
2008,Formosa,Otros delitos contra la integridad sexual,121
2008,Formosa,Otros delitos contra la libertad,305
2008,Formosa,Otros delitos contra la propiedad,1133
2008,Formosa,Otros delitos contra las personas,102
2008,Formosa,Robos (excluye los agravados por el resultado de lesiones y/o muertes),1615
2008,Formosa,Robos agravados por el resultado de lesiones y/o muertes,1
2008,Formosa,Suicidios (consumados),52
2008,Formosa,Tentativas de hurto,200
2008,Formosa,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),188
2008,Formosa,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0
2008,Jujuy,Abusos sexuales con acceso carnal (violaciones),141
2008,Jujuy,Amenazas,2059
2008,Jujuy,Contravenciones,0
2008,Jujuy,Delitos contra el estado civil,0
2008,Jujuy,Delitos contra el honor,8
2008,Jujuy,Delitos contra el orden público,14
2008,Jujuy,Delitos contra la administración pública,45
2008,Jujuy,Delitos contra la fe pública,19
2008,Jujuy,Delitos contra la seguridad de la nación,1
2008,Jujuy,Delitos contra la seguridad pública,40
2008,Jujuy,Delitos contra los poderes públicos y el orden constitucional,1
2008,Jujuy,Delitos previstos en otras leyes,876
2008,Jujuy,Homicidios culposos por otros hechos,32
2008,Jujuy,Homicidios dolosos,28
2008,Jujuy,Homicidios dolosos en grado de tentativa,17
2008,Jujuy,Hurtos,6341
2008,Jujuy,Lesiones culposas en Accidentes Viales,844
2008,Jujuy,Lesiones culposas por otros hechos,99
2008,Jujuy,Lesiones dolosas,3712
2008,Jujuy,Ley 23.737 (estupefacientes),207
2008,Jujuy,Muertes en accidentes viales,71
2008,Jujuy,Otros delitos contra la integridad sexual,118
2008,Jujuy,Otros delitos contra la libertad,104
2008,Jujuy,Otros delitos contra la propiedad,2024
2008,Jujuy,Otros delitos contra las personas,106
2008,Jujuy,Robos (excluye los agravados por el resultado de lesiones y/o muertes),7356
2008,Jujuy,Robos agravados por el resultado de lesiones y/o muertes,7
2008,Jujuy,Suicidios (consumados),56
2008,Jujuy,Tentativas de hurto,346
2008,Jujuy,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),366
2008,Jujuy,Tentativas de robo agravado por el resultado de lesiones y/o muertes,14
2008,La Pampa,Abusos sexuales con acceso carnal (violaciones),25
2008,La Pampa,Amenazas,1137
2008,La Pampa,Contravenciones,0
2008,La Pampa,Delitos contra el estado civil,0
2008,La Pampa,Delitos contra el honor,0
2008,La Pampa,Delitos contra el orden público,0
2008,La Pampa,Delitos contra la administración pública,135
2008,La Pampa,Delitos contra la fe pública,96
2008,La Pampa,Delitos contra la seguridad de la nación,0
2008,La Pampa,Delitos contra la seguridad pública,6
2008,La Pampa,Delitos contra los poderes públicos y el orden constitucional,0
2008,La Pampa,Delitos previstos en otras leyes,9
2008,La Pampa,Homicidios culposos por otros hechos,10
2008,La Pampa,Homicidios dolosos,6
2008,La Pampa,Homicidios dolosos en grado de tentativa,0
2008,La Pampa,Hurtos,3275
2008,La Pampa,Lesiones culposas en Accidentes Viales,507
2008,La Pampa,Lesiones culposas por otros hechos,18
2008,La Pampa,Lesiones dolosas,1155
2008,La Pampa,Ley 23.737 (estupefacientes),100
2008,La Pampa,Muertes en accidentes viales,57
2008,La Pampa,Otros delitos contra la integridad sexual,44
2008,La Pampa,Otros delitos contra la libertad,86
2008,La Pampa,Otros delitos contra la propiedad,1290
2008,La Pampa,Otros delitos contra las personas,31
2008,La Pampa,Robos (excluye los agravados por el resultado de lesiones y/o muertes),1889
2008,La Pampa,Robos agravados por el resultado de lesiones y/o muertes,0
2008,La Pampa,Suicidios (consumados),39
2008,La Pampa,Tentativas de hurto,200
2008,La Pampa,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),258
2008,La Pampa,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0
2008,La Rioja,Abusos sexuales con acceso carnal (violaciones),15
2008,La Rioja,Amenazas,528
2008,La Rioja,Contravenciones,6
2008,La Rioja,Delitos contra el estado civil,0
2008,La Rioja,Delitos contra el honor,1
2008,La Rioja,Delitos contra el orden público,0
2008,La Rioja,Delitos contra la administración pública,4
2008,La Rioja,Delitos contra la fe pública,11
2008,La Rioja,Delitos contra la seguridad de la nación,0
2008,La Rioja,Delitos contra la seguridad pública,52
2008,La Rioja,Delitos contra los poderes públicos y el orden constitucional,0
2008,La Rioja,Delitos previstos en otras leyes,128
2008,La Rioja,Homicidios culposos por otros hechos,0
2008,La Rioja,Homicidios dolosos,7
2008,La Rioja,Homicidios dolosos en grado de tentativa,2
2008,La Rioja,Hurtos,1811
2008,La Rioja,Lesiones culposas en Accidentes Viales,1295
2008,La Rioja,Lesiones culposas por otros hechos,3
2008,La Rioja,Lesiones dolosas,767
2008,La Rioja,Ley 23.737 (estupefacientes),83
2008,La Rioja,Muertes en accidentes viales,10
2008,La Rioja,Otros delitos contra la integridad sexual,67
2008,La Rioja,Otros delitos contra la libertad,46
2008,La Rioja,Otros delitos contra la propiedad,649
2008,La Rioja,Otros delitos contra las personas,14
2008,La Rioja,Robos (excluye los agravados por el resultado de lesiones y/o muertes),1172
2008,La Rioja,Robos agravados por el resultado de lesiones y/o muertes,0
2008,La Rioja,Suicidios (consumados),33
2008,La Rioja,Tentativas de hurto,5
2008,La Rioja,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),20
2008,La Rioja,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0
2008,Mendoza,Abusos sexuales con acceso carnal (violaciones),45
2008,Mendoza,Amenazas,10699
2008,Mendoza,Contravenciones,12561
2008,Mendoza,Delitos contra el estado civil,34
2008,Mendoza,Delitos contra el honor,0
2008,Mendoza,Delitos contra el orden público,56
2008,Mendoza,Delitos contra la administración pública,1376
2008,Mendoza,Delitos contra la fe pública,178
2008,Mendoza,Delitos contra la seguridad de la nación,2
2008,Mendoza,Delitos contra la seguridad pública,1201
2008,Mendoza,Delitos contra los poderes públicos y el orden constitucional,25
2008,Mendoza,Delitos previstos en otras leyes,192
2008,Mendoza,Homicidios culposos por otros hechos,59
2008,Mendoza,Homicidios dolosos,131
2008,Mendoza,Homicidios dolosos en grado de tentativa,18
2008,Mendoza,Hurtos,23601
2008,Mendoza,Lesiones culposas en Accidentes Viales,8142
2008,Mendoza,Lesiones culposas por otros hechos,2573
2008,Mendoza,Lesiones dolosas,10758
2008,Mendoza,Ley 23.737 (estupefacientes),275
2008,Mendoza,Muertes en accidentes viales,222
2008,Mendoza,Otros delitos contra la integridad sexual,770
2008,Mendoza,Otros delitos contra la libertad,6150
2008,Mendoza,Otros delitos contra la propiedad,8822
2008,Mendoza,Otros delitos contra las personas,3170
2008,Mendoza,Robos (excluye los agravados por el resultado de lesiones y/o muertes),33004
2008,Mendoza,Robos agravados por el resultado de lesiones y/o muertes,0
2008,Mendoza,Suicidios (consumados),101
2008,Mendoza,Tentativas de hurto,343
2008,Mendoza,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),317
2008,Mendoza,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0
2008,Misiones,Abusos sexuales con acceso carnal (violaciones),191
2008,Misiones,Amenazas,1542
2008,Misiones,Contravenciones,3
2008,Misiones,Delitos contra el estado civil,0
2008,Misiones,Delitos contra el honor,3
2008,Misiones,Delitos contra el orden público,6
2008,Misiones,Delitos contra la administración pública,285
2008,Misiones,Delitos contra la fe pública,208
2008,Misiones,Delitos contra la seguridad de la nación,2
2008,Misiones,Delitos contra la seguridad pública,247
2008,Misiones,Delitos contra los poderes públicos y el orden constitucional,1
2008,Misiones,Delitos previstos en otras leyes,967
2008,Misiones,Homicidios culposos por otros hechos,78
2008,Misiones,Homicidios dolosos,66
2008,Misiones,Homicidios dolosos en grado de tentativa,13
2008,Misiones,Hurtos,8138
2008,Misiones,Lesiones culposas en Accidentes Viales,789
2008,Misiones,Lesiones culposas por otros hechos,0
2008,Misiones,Lesiones dolosas,1881
2008,Misiones,Ley 23.737 (estupefacientes),476
2008,Misiones,Muertes en accidentes viales,173
2008,Misiones,Otros delitos contra la integridad sexual,300
2008,Misiones,Otros delitos contra la libertad,44
2008,Misiones,Otros delitos contra la propiedad,2186
2008,Misiones,Otros delitos contra las personas,185
2008,Misiones,Robos (excluye los agravados por el resultado de lesiones y/o muertes),4113
2008,Misiones,Robos agravados por el resultado de lesiones y/o muertes,55
2008,Misiones,Suicidios (consumados),82
2008,Misiones,Tentativas de hurto,289
2008,Misiones,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),294
2008,Misiones,Tentativas de robo agravado por el resultado de lesiones y/o muertes,19
2008,Neuquén,Abusos sexuales con acceso carnal (violaciones),35
2008,Neuquén,Amenazas,2764
2008,Neuquén,Contravenciones,6746
2008,Neuquén,Delitos contra el estado civil,4
2008,Neuquén,Delitos contra el honor,28
2008,Neuquén,Delitos contra el orden público,44
2008,Neuquén,Delitos contra la administración pública,159
2008,Neuquén,Delitos contra la fe pública,83
2008,Neuquén,Delitos contra la seguridad de la nación,3
2008,Neuquén,Delitos contra la seguridad pública,82
2008,Neuquén,Delitos contra los poderes públicos y el orden constitucional,15
2008,Neuquén,Delitos previstos en otras leyes,873
2008,Neuquén,Homicidios culposos por otros hechos,6
2008,Neuquén,Homicidios dolosos,34
2008,Neuquén,Homicidios dolosos en grado de tentativa,2
2008,Neuquén,Hurtos,8381
2008,Neuquén,Lesiones culposas en Accidentes Viales,2698
2008,Neuquén,Lesiones culposas por otros hechos,100
2008,Neuquén,Lesiones dolosas,2266
2008,Neuquén,Ley 23.737 (estupefacientes),170
2008,Neuquén,Muertes en accidentes viales,55
2008,Neuquén,Otros delitos contra la integridad sexual,88
2008,Neuquén,Otros delitos contra la libertad,49
2008,Neuquén,Otros delitos contra la propiedad,4199
2008,Neuquén,Otros delitos contra las personas,509
2008,Neuquén,Robos (excluye los agravados por el resultado de lesiones y/o muertes),9678
2008,Neuquén,Robos agravados por el resultado de lesiones y/o muertes,237
2008,Neuquén,Suicidios (consumados),61
2008,Neuquén,Tentativas de hurto,312
2008,Neuquén,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),687
2008,Neuquén,Tentativas de robo agravado por el resultado de lesiones y/o muertes,16
2008,Río Negro,Abusos sexuales con acceso carnal (violaciones),68
2008,Río Negro,Amenazas,2701
2008,Río Negro,Contravenciones,239
2008,Río Negro,Delitos contra el estado civil,0
2008,Río Negro,Delitos contra el honor,0
2008,Río Negro,Delitos contra el orden público,0
2008,Río Negro,Delitos contra la administración pública,6
2008,Río Negro,Delitos contra la fe pública,49
2008,Río Negro,Delitos contra la seguridad de la nación,0
2008,Río Negro,Delitos contra la seguridad pública,0
2008,Río Negro,Delitos contra los poderes públicos y el orden constitucional,0
2008,Río Negro,Delitos previstos en otras leyes,23
2008,Río Negro,Homicidios culposos por otros hechos,0
2008,Río Negro,Homicidios dolosos,27
2008,Río Negro,Homicidios dolosos en grado de tentativa,1
2008,Río Negro,Hurtos,6484
2008,Río Negro,Lesiones culposas en Accidentes Viales,555
2008,Río Negro,Lesiones culposas por otros hechos,981
2008,Río Negro,Lesiones dolosas,2164
2008,Río Negro,Ley 23.737 (estupefacientes),225
2008,Río Negro,Muertes en accidentes viales,94
2008,Río Negro,Otros delitos contra la integridad sexual,145
2008,Río Negro,Otros delitos contra la libertad,9
2008,Río Negro,Otros delitos contra la propiedad,2528
2008,Río Negro,Otros delitos contra las personas,167
2008,Río Negro,Robos (excluye los agravados por el resultado de lesiones y/o muertes),7412
2008,Río Negro,Robos agravados por el resultado de lesiones y/o muertes,18
2008,Río Negro,Suicidios (consumados),63
2008,Río Negro,Tentativas de hurto,32
2008,Río Negro,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),10
2008,Río Negro,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0
2008,Salta,Abusos sexuales con acceso carnal (violaciones),221
2008,Salta,Amenazas,7419
2008,Salta,Contravenciones,5
2008,Salta,Delitos contra el estado civil,0
2008,Salta,Delitos contra el honor,0
2008,Salta,Delitos contra el orden público,31
2008,Salta,Delitos contra la administración pública,811
2008,Salta,Delitos contra la fe pública,86
2008,Salta,Delitos contra la seguridad de la nación,3
2008,Salta,Delitos contra la seguridad pública,166
2008,Salta,Delitos contra los poderes públicos y el orden constitucional,0
2008,Salta,Delitos previstos en otras leyes,6798
2008,Salta,Homicidios culposos por otros hechos,0
2008,Salta,Homicidios dolosos,49
2008,Salta,Homicidios dolosos en grado de tentativa,19
2008,Salta,Hurtos,14244
2008,Salta,Lesiones culposas en Accidentes Viales,2392
2008,Salta,Lesiones culposas por otros hechos,0
2008,Salta,Lesiones dolosas,6311
2008,Salta,Ley 23.737 (estupefacientes),798
2008,Salta,Muertes en accidentes viales,48
2008,Salta,Otros delitos contra la integridad sexual,350
2008,Salta,Otros delitos contra la libertad,703
2008,Salta,Otros delitos contra la propiedad,4663
2008,Salta,Otros delitos contra las personas,809
2008,Salta,Robos (excluye los agravados por el resultado de lesiones y/o muertes),11850
2008,Salta,Robos agravados por el resultado de lesiones y/o muertes,108
2008,Salta,Suicidios (consumados),179
2008,Salta,Tentativas de hurto,822
2008,Salta,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),1291
2008,Salta,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0
2008,San Juan,Abusos sexuales con acceso carnal (violaciones),42
2008,San Juan,Amenazas,1583
2008,San Juan,Contravenciones,13102
2008,San Juan,Delitos contra el estado civil,1
2008,San Juan,Delitos contra el honor,35
2008,San Juan,Delitos contra el orden público,511
2008,San Juan,Delitos contra la administración pública,72
2008,San Juan,Delitos contra la fe pública,40
2008,San Juan,Delitos contra la seguridad de la nación,1
2008,San Juan,Delitos contra la seguridad pública,61
2008,San Juan,Delitos contra los poderes públicos y el orden constitucional,2
2008,San Juan,Delitos previstos en otras leyes,427
2008,San Juan,Homicidios culposos por otros hechos,8
2008,San Juan,Homicidios dolosos,19
2008,San Juan,Homicidios dolosos en grado de tentativa,12
2008,San Juan,Hurtos,9687
2008,San Juan,Lesiones culposas en Accidentes Viales,647
2008,San Juan,Lesiones culposas por otros hechos,121
2008,San Juan,Lesiones dolosas,1910
2008,San Juan,Ley 23.737 (estupefacientes),56
2008,San Juan,Muertes en accidentes viales,117
2008,San Juan,Otros delitos contra la integridad sexual,107
2008,San Juan,Otros delitos contra la libertad,34
2008,San Juan,Otros delitos contra la propiedad,1365
2008,San Juan,Otros delitos contra las personas,698
2008,San Juan,Robos (excluye los agravados por el resultado de lesiones y/o muertes),6124
2008,San Juan,Robos agravados por el resultado de lesiones y/o muertes,627
2008,San Juan,Suicidios (consumados),44
2008,San Juan,Tentativas de hurto,364
2008,San Juan,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),393
2008,San Juan,Tentativas de robo agravado por el resultado de lesiones y/o muertes,57
2008,San Luis,Abusos sexuales con acceso carnal (violaciones),64
2008,San Luis,Amenazas,1329
2008,San Luis,Contravenciones,0
2008,San Luis,Delitos contra el estado civil,0
2008,San Luis,Delitos contra el honor,0
2008,San Luis,Delitos contra el orden público,17
2008,San Luis,Delitos contra la administración pública,191
2008,San Luis,Delitos contra la fe pública,16
2008,San Luis,Delitos contra la seguridad de la nación,0
2008,San Luis,Delitos contra la seguridad pública,23
2008,San Luis,Delitos contra los poderes públicos y el orden constitucional,0
2008,San Luis,Delitos previstos en otras leyes,76
2008,San Luis,Homicidios culposos por otros hechos,1
2008,San Luis,Homicidios dolosos,11
2008,San Luis,Homicidios dolosos en grado de tentativa,27
2008,San Luis,Hurtos,2260
2008,San Luis,Lesiones culposas en Accidentes Viales,1453
2008,San Luis,Lesiones culposas por otros hechos,0
2008,San Luis,Lesiones dolosas,1873
2008,San Luis,Ley 23.737 (estupefacientes),433
2008,San Luis,Muertes en accidentes viales,48
2008,San Luis,Otros delitos contra la integridad sexual,66
2008,San Luis,Otros delitos contra la libertad,133
2008,San Luis,Otros delitos contra la propiedad,1008
2008,San Luis,Otros delitos contra las personas,1236
2008,San Luis,Robos (excluye los agravados por el resultado de lesiones y/o muertes),2831
2008,San Luis,Robos agravados por el resultado de lesiones y/o muertes,495
2008,San Luis,Suicidios (consumados),33
2008,San Luis,Tentativas de hurto,92
2008,San Luis,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),68
2008,San Luis,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0
2008,Santa Cruz,Abusos sexuales con acceso carnal (violaciones),25
2008,Santa Cruz,Amenazas,2218
2008,Santa Cruz,Contravenciones,0
2008,Santa Cruz,Delitos contra el estado civil,0
2008,Santa Cruz,Delitos contra el honor,0
2008,Santa Cruz,Delitos contra el orden público,6
2008,Santa Cruz,Delitos contra la administración pública,234
2008,Santa Cruz,Delitos contra la fe pública,63
2008,Santa Cruz,Delitos contra la seguridad de la nación,0
2008,Santa Cruz,Delitos contra la seguridad pública,165
2008,Santa Cruz,Delitos contra los poderes públicos y el orden constitucional,0
2008,Santa Cruz,Delitos previstos en otras leyes,562
2008,Santa Cruz,Homicidios culposos por otros hechos,38
2008,Santa Cruz,Homicidios dolosos,12
2008,Santa Cruz,Homicidios dolosos en grado de tentativa,12
2008,Santa Cruz,Hurtos,2073
2008,Santa Cruz,Lesiones culposas en Accidentes Viales,271
2008,Santa Cruz,Lesiones culposas por otros hechos,4
2008,Santa Cruz,Lesiones dolosas,2118
2008,Santa Cruz,Ley 23.737 (estupefacientes),25
2008,Santa Cruz,Muertes en accidentes viales,49
2008,Santa Cruz,Otros delitos contra la integridad sexual,83
2008,Santa Cruz,Otros delitos contra la libertad,141
2008,Santa Cruz,Otros delitos contra la propiedad,2175
2008,Santa Cruz,Otros delitos contra las personas,183
2008,Santa Cruz,Robos (excluye los agravados por el resultado de lesiones y/o muertes),2075
2008,Santa Cruz,Robos agravados por el resultado de lesiones y/o muertes,23
2008,Santa Cruz,Suicidios (consumados),65
2008,Santa Cruz,Tentativas de hurto,120
2008,Santa Cruz,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),270
2008,Santa Cruz,Tentativas de robo agravado por el resultado de lesiones y/o muertes,1
2008,Santa Fe,Abusos sexuales con acceso carnal (violaciones),361
2008,Santa Fe,Amenazas,16127
2008,Santa Fe,Contravenciones,0
2008,Santa Fe,Delitos contra el estado civil,1
2008,Santa Fe,Delitos contra el honor,3
2008,Santa Fe,Delitos contra el orden público,39
2008,Santa Fe,Delitos contra la administración pública,1958
2008,Santa Fe,Delitos contra la fe pública,108
2008,Santa Fe,Delitos contra la seguridad de la nación,3
2008,Santa Fe,Delitos contra la seguridad pública,1076
2008,Santa Fe,Delitos contra los poderes públicos y el orden constitucional,0
2008,Santa Fe,Delitos previstos en otras leyes,100
2008,Santa Fe,Homicidios culposos por otros hechos,24
2008,Santa Fe,Homicidios dolosos,274
2008,Santa Fe,Homicidios dolosos en grado de tentativa,149
2008,Santa Fe,Hurtos,17286
2008,Santa Fe,Lesiones culposas en Accidentes Viales,20813
2008,Santa Fe,Lesiones culposas por otros hechos,656
2008,Santa Fe,Lesiones dolosas,14829
2008,Santa Fe,Ley 23.737 (estupefacientes),1421
2008,Santa Fe,Muertes en accidentes viales,455
2008,Santa Fe,Otros delitos contra la integridad sexual,670
2008,Santa Fe,Otros delitos contra la libertad,862
2008,Santa Fe,Otros delitos contra la propiedad,8169
2008,Santa Fe,Otros delitos contra las personas,853
2008,Santa Fe,Robos (excluye los agravados por el resultado de lesiones y/o muertes),35572
2008,Santa Fe,Robos agravados por el resultado de lesiones y/o muertes,908
2008,Santa Fe,Suicidios (consumados),358
2008,Santa Fe,Tentativas de hurto,1207
2008,Santa Fe,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),3477
2008,Santa Fe,Tentativas de robo agravado por el resultado de lesiones y/o muertes,125
2008,Santiago del Estero,Abusos sexuales con acceso carnal (violaciones),242
2008,Santiago del Estero,Amenazas,2396
2008,Santiago del Estero,Contravenciones,863
2008,Santiago del Estero,Delitos contra el estado civil,3
2008,Santiago del Estero,Delitos contra el honor,23
2008,Santiago del Estero,Delitos contra el orden público,31
2008,Santiago del Estero,Delitos contra la administración pública,65
2008,Santiago del Estero,Delitos contra la fe pública,19
2008,Santiago del Estero,Delitos contra la seguridad de la nación,0
2008,Santiago del Estero,Delitos contra la seguridad pública,62
2008,Santiago del Estero,Delitos contra los poderes públicos y el orden constitucional,11
2008,Santiago del Estero,Delitos previstos en otras leyes,305
2008,Santiago del Estero,Homicidios culposos por otros hechos,19
2008,Santiago del Estero,Homicidios dolosos,29
2008,Santiago del Estero,Homicidios dolosos en grado de tentativa,66
2008,Santiago del Estero,Hurtos,4462
2008,Santiago del Estero,Lesiones culposas en Accidentes Viales,972
2008,Santiago del Estero,Lesiones culposas por otros hechos,150
2008,Santiago del Estero,Lesiones dolosas,3648
2008,Santiago del Estero,Ley 23.737 (estupefacientes),44
2008,Santiago del Estero,Muertes en accidentes viales,110
2008,Santiago del Estero,Otros delitos contra la integridad sexual,115
2008,Santiago del Estero,Otros delitos contra la libertad,106
2008,Santiago del Estero,Otros delitos contra la propiedad,1356
2008,Santiago del Estero,Otros delitos contra las personas,232
2008,Santiago del Estero,Robos (excluye los agravados por el resultado de lesiones y/o muertes),2846
2008,Santiago del Estero,Robos agravados por el resultado de lesiones y/o muertes,214
2008,Santiago del Estero,Suicidios (consumados),29
2008,Santiago del Estero,Tentativas de hurto,231
2008,Santiago del Estero,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),194
2008,Santiago del Estero,Tentativas de robo agravado por el resultado de lesiones y/o muertes,50
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Abusos sexuales con acceso carnal (violaciones),6
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Amenazas,831
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Contravenciones,1828
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra el estado civil,1
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra el honor,0
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra el orden público,4
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra la administración pública,15
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra la fe pública,10
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra la seguridad de la nación,0
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra la seguridad pública,32
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos contra los poderes públicos y el orden constitucional,0
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Delitos previstos en otras leyes,188
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Homicidios culposos por otros hechos,0
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Homicidios dolosos,4
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Homicidios dolosos en grado de tentativa,4
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Hurtos,806
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Lesiones culposas en Accidentes Viales,50
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Lesiones culposas por otros hechos,2
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Lesiones dolosas,610
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Ley 23.737 (estupefacientes),19
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Muertes en accidentes viales,6
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Otros delitos contra la integridad sexual,1
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Otros delitos contra la libertad,27
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Otros delitos contra la propiedad,1061
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Otros delitos contra las personas,6
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Robos (excluye los agravados por el resultado de lesiones y/o muertes),826
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Robos agravados por el resultado de lesiones y/o muertes,7
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Suicidios (consumados),6
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Tentativas de hurto,76
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),142
2008,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",Tentativas de robo agravado por el resultado de lesiones y/o muertes,0
2008,Tucumán,Abusos sexuales con acceso carnal (violaciones),99
2008,Tucumán,Amenazas,9023
2008,Tucumán,Contravenciones,5647
